,movieCd,movieNm,movieNmEn,openDt,typeNm,showTm,nations,actors,companys,audits,directors,genres
3297,20155441,몬스터 헌트,Monster Hunt,20151112,장편,116,중국,20171661|10079526|10071056|10069723|10050063,20142794,2015-MF01206 |12세이상관람가,20081244,판타지|액션|어드벤처
3298,20214981,몬스터 헌터,Monster Hunter,20210210,장편,102,미국,10027885|10080175,20173221,2020-MF02628|12세이상관람가|2021-MF00114|12세이상관람가,10083986,액션|어드벤처
3299,20170607,몬스터 콜,A Monster Calls,20170914,장편,108,스페인,10039749|10083291|10021887|10019770,20100520,2016-MF02072|12세이상관람가,10090538,판타지|드라마
3300,20010292,몬스터 주식회사,Monsters.Inc,20011220,장편,96,미국,10067536|10033706,20100616|20125636,2001-F333|전체관람가|2013-F29|전체관람가,10085622|10011950|10019335,애니메이션|코미디
3301,20135001,몬스터 대학교,Monsters University,20130912,장편,110,미국,10033706|10067536|10039091|20168025|10085861,20125636,2013-MF00416 |전체관람가|2013-MF00415 |전체관람가,20168024,애니메이션
3302,20090195,몬스터 vs 에이리언,Monsters Vs. Aliens,20090423,장편,94,미국,10019880|10019207|10090801|10036150|10087660,20100109,2009-F102|전체관람가,10018169|10076486,애니메이션|어드벤처|SF|코미디
3303,20030413,목포는 항구다,"Mokpo, Gangster’s Paradise",20040220,장편,110,한국,10005301|10071183|10066929|10006295|10037099|20123318|20139930|20146057|20150288|20152050|20154587|20154991|20155387|20156391|20162013|10065617|10036828|10072168|10058024|20235526|10003307|20110690|20157462|10002562|20143709|10062134|10062493|20228232,20100060,2004-F034|15세관람가,10005886,드라마|코미디
3304,20141704,목숨,The Hospice,20141204,장편,94,한국,20192447|20192448|20203643|20141337,20063292,2014-MF01178 |12세이상관람가,10057682,다큐멘터리
3305,20178825,모털 엔진,Mortal Engines,20181205,장편,128,미국,10088572|10016780|10090849|20311876|10039318,20100603,2018-MF02210|12세이상관람가|2018-MF02264 |12세이상관람가,10051181,액션|어드벤처|SF
3307,20181764,모어 댄 블루,More than Blue,20181212,장편,106,대만,10045956|10071881,20101102,2018-MF02261|12세이상관람가,10000184,멜로/로맨스|드라마
3308,20145242,모데카이,Mortdecai,20150218,장편,106,미국,10065531|10003221|10056775,20101104,2015-MF00047 |15세이상관람가,10012105,액션|코미디
3309,20147430,모뉴먼츠 맨: 세기의 작전,The Monuments Men,20140227,장편,118,미국|독일,10025511|10075724|10067224|10033469|10067536|10090808,20100041,2014-MF00078 |12세이상관람가,10067224,액션|드라마
3310,20040509,모나리자 스마일,Mona Lisa Smile,20040319,장편,117,미국,10025026|10075138|10069434|10069410,20100616,2004-F045|12세관람가,10022625,드라마
3311,20068659,명탐정 코난 : 탐정들의 진혼가,DETECTIVE CONAN: THE PRIVATE EYE'S REQUIEM,20140213,장편,110,일본,10079345|10046583|10000070|10046462,20110854,2013-MF00961 |12세이상관람가,20115431,애니메이션
3313,20090412,명탐정 코난 : 칠흑의 추적자,Detective Conan: The Raven Chaser,20090729,장편,110,일본,20204367|10079345|10046583|20167980,20101087,2009-F206|전체관람가,10046537,애니메이션|미스터리|범죄
3314,20078561,명탐정 코난:감벽의 관,Detective Conan: Jolly Roger in the Deep Azure,20180214,장편,106,일본,20115432|10000716|20167980|20161795|10057255|20234807|20160338|10052224|10090212|10079345|10046462|10046583|10000070,20110854,2018-MF00213|12세이상관람가,20115431,애니메이션
3317,20127306,명탐정 코난: 11번째 스트라이커,Detective Conan Movie 16 - The Eleventh Striker,20120719,장편,110,일본,20115432|10000716|10057255|20167980,20110854,2012-F451|12세이상관람가,20113482|20115431,애니메이션
3318,20080013,명장,The Warlords,20080130,장편,126,중국,10056618|10053575,20100520|20100048,2008-F31|청소년관람불가,10070383,액션|전쟁
3319,20120110,명왕성,PLUTO,20130711,장편,107,한국,10055073|10029949|10003756|20133477|20237726|20237727|20189237|20113258|20111869|20100597|10087540|20183676|20183843|10065946|20161741,20100123,2013-MF00327|15세이상관람가,10040434,드라마|스릴러
3320,20060006,메종 드 히미코,Mezon Do Himiko,20060126,장편,131,일본,10040074|10050144,20060623,2006-FDVD2|15세관람가,10055053,드라마
3321,20140431,메이즈 러너,The Maze Runner,20140918,장편,113,미국,10019472|10073877|10052990|10080483|20215846,20100041,2014-MF00929 |12세이상관람가,10044699,액션|미스터리|SF|스릴러
3322,20010238,메멘토,Memento,20010824,장편,113,미국,10000337|10074761|10065178,20158370|20122837,2001-F222|15세관람가|2014-MF01083 |15세이상관람가,10077460,미스터리|범죄|스릴러
3323,20127634,메리다와 마법의 숲,Brave,20120927,장편,102,미국,10076039|10033703|10049649|20112885,20100616,2012-F555 |전체관람가,10024292|10032229,애니메이션
3324,20102421,메가마인드,Megamind,20110113,장편,95,미국,20112225|10032084,20100109,2010-F476|전체관람가,10080866,애니메이션
3325,20125486,머신건 프리처,Machinegun Preacher,20120524,장편,123,미국,10062791|10027183|10023167|10025057,20122895,2012-F267|15세이상관람가,10024440,액션|드라마|범죄
3326,20112311,머니볼,Moneyball,20111117,장편,132,미국,10065292|10032084,20100616,2011-F582|12세이상관람가,10030727,드라마
3327,20168182,머니 몬스터,Money Monster,20160831,장편,97,미국,10067224|10069410|10060947,20100603,2016-MF01218|15세이상관람가,10065670,스릴러|범죄|드라마
3328,20100210,맨발의 꿈,A Barefoot Dream,20100624,장편,121,한국|인도네시아|일본,10029595|10001779|20134783|20162102|10067353,20100103,2010-F195|전체관람가,10006085,드라마
3329,20040670,맨 온 파이어,Man On Fire,20040924,장편,147,미국,10012405|10009990,20101507,2004-F203|15세관람가,10080135,액션
3330,20170268,매혹당한 사람들,The Beguiled,20170906,장편,93,미국,10008581|20308549|10075138|10049256|10076626,20100603,2017-MF01131|15세이상관람가,10036760,스릴러|드라마
3331,20030191,매트릭스3 레볼루션,The Matrix Revolutions,20031105,장편,128,미국,10078687|10016307|10074761,20100043,2003-F286|15세관람가,10046113|10014496,SF|액션|범죄
3332,20060082,매치 포인트,Match Point,20060413,장편,124,영국|미국,10065333|10038163,20139095|20169189|20100109,2006-FV53|18세관람가|2017-MF00083|청소년관람불가,10052035,멜로/로맨스|드라마
3333,20171369,매직울프,Sheep & Wolves,20171003,장편,86,러시아,10081086|20241568|10080513,2013216,2017-MF01416|전체관람가,10054697|10025466,애니메이션|어드벤처|코미디
3334,20182385,매직빈,To Fu,20180503,장편,72,중국,20248075|20284209|20303469,20139135,2018-MF00555|전체관람가,10026645,애니메이션
3335,20162300,매직브러시,The Magic Brush,20160504,장편,80,중국,10004461|20174747|20174745|10089884,20139135,2016-MF00409 |전체관람가,20233726,애니메이션
3336,20149591,매직 인 더 문라이트,Magic In The Moonlight,20140820,장편,97,미국,10076631|10049633,20122471,2014-MF00859 |12세이상관람가,10052035,코미디|드라마|멜로/로맨스
3337,20090189,매란방,Forever Enthralled,20090416,장편,118,중국,10049730|10060548,20100869,2009-F121|12세이상관람가,10072003,드라마|사극|멜로/로맨스
3338,20144741,매드 맥스: 분노의 도로,Mad Max: Fury Road,20150514,장편,120,미국|호주,10081106|10035154|10008764|10090822|10065160|20113116|20138858|10001364|10046315|10076865,20100043,2015-MF00462 |15세이상관람가|2015-MF00491 |15세이상관람가,10067085,액션|어드벤처|스릴러
3339,20163294,매그니피센트 7,The Magnificent Seven,20160914,장편,132,미국,10012405|10077262|10055626|10047462|20129909|10033328|10088191|20113052,20100603,2016-MF01245|15세이상관람가,10043970,액션|서부극(웨스턴)
3340,20158504,맛있는 택배,,20150402,장편,83,한국,20208747|20194972|20223766|20162013|20224208,20126395,2015-MF00246 |청소년관람불가,20208746,멜로/로맨스
3341,20134705,맛있는 사랑공식-섹스,Manninneun Saranggongsik,20131031,장편,78,한국,20182120|20182119,20063099,2013-MF00633 |청소년관람불가,10056085,멜로/로맨스|드라마
3342,20081169,맘마미아!,Mamma Mia!,20080903,장편,108,미국,10041879|10025792|10076631,20100603,2008-F296|12세이상관람가,10086341,멜로/로맨스|뮤지컬
3343,20071066,말할 수 없는 비밀,Secret,20080110,장편,101,대만|홍콩,10068853|10001415|10090362|10069710,20139757|20158370|20100209,2008-F5|12세이상관람가|2015-MF00303 |12세이상관람가,10068853,멜로/로맨스|드라마
3344,20112808,말하는 건축가,Talking Architect,20120308,장편,93,한국,20127091|20127092|20127093,20122495|20110752,2012-F135|전체관람가,10062188,다큐멘터리
3345,20040785,말아톤,Marathon,20050127,장편,117,한국,10066380|10004139|20110143|20124437|10035708|10062328|20148680|20154160|10061332|20156052|20156102|20163415|20163767|20122862|10030307|10042972|20153842|10052000,20100103,2005-F010|전체관람가,10062089,드라마
3346,20184105,말모이,MAL·MO·E: The Secret Mission,20190109,장편,135,한국,10054128|10054204|20175721|10052293|20150459|20268349|20313792|20192386|20159884|20155308|20267189|10003953|10049950|20333032|20302629|20189363|20152117|20334138|20277349|20194851|20335375|20335376|20335377|20335378|20335379|20335380|20335367|20335381|20335382|20335368|20194308|20335383|20335384|20335370|20335371|20335385|20281330|20335666|20145134|20252109|20336035|20336053|20143882|20336158|20336223|20111065|20336541|20144897|20201308|20147763|20336914|10037131|10037131|20337006|20110534|20337152|20337211|10040569|20337418|10053758|20337854|20337948|20337954|20338369|20338888|20339177|20115207|20281330|20340692|20340711|20340789|20189361|10061473|20341104|20341277|20341299|20341624|20341835|20342053|20342349|20342386|20185207|20342531|20315249|20290331|20342778|20342788|20134142|20322520|20343425|20343443|20127571|20179142|20344219|20344242|20155118|20344569,20188021,2018-MF02396|12세이상관람가,20187477,드라마
3347,20148383,말레피센트,Maleficent,20140529,장편,97,미국,10043730|10049256,20125636,2014-MF00474 |12세이상관람가|2014-MF00524 |12세이상관람가,10016790,액션|어드벤처|드라마
3348,20070089,만남의 광장,Underground Rendezvous,20070815,장편,107,한국,10058849|20110927|10004748|10019067|10072532|20100595|20146438|20165014|10030361|10040869|20229813|20232246|10058024|10003606|20113342|20100597|10006545|20329632|10058906,20100103,2007-F264|12세이상관람가,10005705,코미디
3349,20070050,마하 2.6: 풀스피드,Night Of Sky,20070405,장편,102,프랑스,10078461|10031717,20100603,2007-F038|15세이상관람가,10062837,액션|어드벤처
3350,20040778,마파도,Mapado: Island of Fortunes,20050310,장편,107,한국,10004748|10049767|10057320|10055401|10050151|10054128|20130947|10072736|20145941|20152075|20163746|20165428|10035492|10062107|20113258|20154297|10004448|20113318,20100109,2005-F036|15세관람가,10072983,코미디
3351,20217278,마크맨,The Marksman,20210428,장편,107,미국,10019770,20158370,2021-MF00803|15세이상관람가,10016607,액션
3352,20183321,마징가 Z: 인피니티,MAZINGER Z / INFINITY,20180517,장편,94,일본,10026351|10073878|20188077|10089658|20237906|10061737|20190907|20232454|20304469|20304470|20129203|20304471|20304489|20266410|20304490|20304472|20187846|20294756|20304473,20142048,2018-MF00596|12세이상관람가,20169636,애니메이션|SF|액션
3353,20187657,마일22,Mile22,20180823,장편,94,미국,20112216|10016214|20128290|10018081|10067815,20122837,2018-MF01457|15세이상관람가,10085782,액션|어드벤처|스릴러
3354,20142021,마인드스케이프,Mindscape,20141023,장편,101,스페인,10024254|10086900,20100410,2014-MF01034 |15세이상관람가,10088505,스릴러
3355,20090604,마이클 잭슨의 디스 이즈 잇,Michael Jackson'S This Is It,20091028,장편,111,미국,10023382,20100616,2009-F361|전체관람가,10075349,다큐멘터리
3356,20060219,마이애미 바이스,Miami Vice,20060817,장편,132,미국,10076626|10063588|10001889,20100649,2006-B061|18세관람가,10023004,액션
3357,20060088,마이 캡틴 김대출,"My Captain, Mr. Underground",20060420,장편,104,한국,10062184|10060225|20124891|10040417|20132854|20133003|20137024|10058800|20139489|20142876|10004285|20147415|20147490|10072107|20150302|20154800|10061457|10058593|10047081|20164079|20165308|10047087|20346995|20221078,20100427,2006-F093|12세관람가,20030069,코미디|드라마
3358,20110295,마이 웨이,My Way,20111221,장편,137,한국|일본|중국,10060114|10050144|10082391|20129251|20125195|20125490|20130251|20131541|10089676|10006545|20133360|20128252|20134897|20135840|20138562|20139048|20139887|10087725|20146240|20146980|20147028|20150893|20152076|20152098|20152609|10002019|20152865|10002360|20158525|20159659|10050923|20162367|10057678|20164453|20164954|20180315|20183642|20143929|10004860|20207886|20202246|10062219|20222226,20111521|20110854,2011-F707|15세이상관람가,10000854,전쟁|액션|드라마
3359,20206441,마이 스파이,My Spy,20200429,장편,100,미국,20125951|20347932|10075911|20348132,20142048,2020-MF00516 |12세이상관람가,10085894,액션|코미디
3360,20119720,마이 블랙 미니드레스,Little Black Dress,20110324,장편,108,한국,10054444|10029463|10071147|20112268|20130379|20127911|20134635|20139480|20143314|20144594|20144875|20146287|20147703|20154226|20154967|20160363|20161811|20163628|20163991|20164982|10026863|10055414|20133944|10061811|10003606|10001457|10055460,20110854,2011-F98|15세이상관람가,10088424,드라마
3361,20203689,마이 미씽 발렌타인,My Missing Valentine,20210114,장편,119,기타,20370925|20370926,20188741,2020-MF02885|12세이상관람가,10070595,멜로/로맨스|코미디
3362,20126583,마이 리틀 히어로,A Wonderful Moment,20130109,장편,135,한국,10004028|20341964|20110148|10066441|20111692|20182037|20182141|20182824|20183514|20189746|20164537|20111082|20237747|20302569|10004613|20335333,20110854,2012-F980 |전체관람가,20128773,드라마
3364,20165281,마이 리틀 자이언트,The BFG,20160810,장편,117,미국,10024073|10014990|10033613|10063214|10025339|20167180|10041251|10088614|10023246,20060452,2016-MF01086|전체관람가|2016-MF01192|전체관람가,10039450,어드벤처|가족|판타지
3365,20100380,마음이2,Hearty paws2,20100721,장편,92,한국|중국,10010109|10035832|10005617|10037229|20124558|20111199|20133961|20136767|10051543|10002548|10040640|20163801|10028856,20100520,2010-F275|전체관람가,10057321,드라마
3366,20161594,마음이 외치고 싶어해,The Anthem of the Heart,20160330,장편,119,일본,20293001,20191701|20168928,2016-MF00200 |12세이상관람가,20187994,애니메이션
3367,20060279,마음이...,Hearty Paws,20061026,장편,97,한국,10053782|10006228|10003953|20110852|10088465|20125621|20125648|10072304|20157022|20160330|20164060|10042830|20067819|20111862,20100103,2006-F318|전체관람가,10050150|10029065,드라마
3368,20110171,마오의 라스트 댄서,Mao's Last Dancer,20110428,장편,107,호주,20112686,20101094,2011-F165|전체관람가,10032475,드라마
3369,20168773,마약왕,The Drug King,20181219,장편,139,한국,10037018|20121022|10030016|20156304|20200886|10058320|20134255|20110148|20175721|20179150|20319354|20319374|20317821|20124949|20130766|20133483|20319946|20320033|20320047|20320234|20314264|20320360|20320360|20212660|20314329|20197567|20320523|20320470|20320470|20240967|20320640|20154486|10037151|20308149|20253618|20181046|20294099|20313815|20321943|20254428|20160881|20321981|20290331|20196080|20217606|20163801|20314800|20322520|20159574|20323460|20140781|20323553|20318269|20328214|20329832|20308369|20332672|20152117|20334136|20334138|20335333|20335697|20344618|20346998|20350573|20196235|20316357|20327413,20100103,2018-MF01606|청소년관람불가,20111283,범죄|드라마
3370,20179228,마야2,Maya the Bee: The Honey Games,20180201,장편,84,독일,10004461|20272192|20300152|20174743|10054347|20167921|20300117|20300153|20300118,20139135,2018-MF00077|전체관람가,20300149|20300150,애니메이션
3371,20149970,마야,Maya the Bee Movie,20140904,장편,87,독일|호주,10004461|10089606,2013216,2014-MF00915 |전체관람가|2014-MF00974 |전체관람가,10044832,애니메이션
3372,20100788,마법천자문: 대마왕의 부활을 막아라,The Five Magic Letters,20100819,장편,85,한국,20139054|20153999|20154317|20156231|20158973|20160338,20100109,2010-F318 |전체관람가,10054403,애니메이션
3373,20040463,마법경찰 갈갈이와 옥동자,Magic Police Galgali And Okdongja,20040213,장편,85,한국,10029282|10062222|10042809|20145307|20148485|10028726|10056134,20101727,2004-F032|전체관람가,10058022,코미디
3374,20141621,마미,Mommy,20141218,장편,138,캐나다|프랑스,10045649|10051209|20179278,20111582,2014-MF01298 |15세이상관람가,20115444,드라마
3375,20123041,마마,MAMA,20130123,장편,100,미국,20114821|10008795,20100603,2012-F993 |15세이상관람가,20156577,공포(호러)|스릴러
3376,20119628,마마,Mama,20110601,장편,110,한국,10047352|10006221|10054128|10019138|10061326|20113891|20134637|20137049|20139387|20139694|10087510|20143746|20144980|20145377|20145839|20146121|10028744|20160337|20282769|10054061|20113244|20134255|20265230|20113318|10055460,20100520,2011-F246|12세이상관람가,10072627,드라마
3377,20080870,마린보이,Marine Boy,20090205,장편,118,한국,10003507|10066929|10028880|20125748|10006417|10040398|10089747|20133493|10040674|20138659|10052456|20151330|20155305|20155469|10006037|20165152|20165473|20111279|10028660|10066926|10056895|10005767|10072695|10047374|10058918|20346433,20100109,2009-F10|15세이상관람가,10054496,액션|스릴러|범죄
3378,20159161,마돈나,Madonna,20150702,장편,120,한국,10035492|20208806|10004973|20147110|20193141|20219575|20220349|20220449|20141310|20221829|20222570|20147107|20111492|20182503|10053760|20231406|10072934|20100597|20293789|20113564|10070602|20332313,20139617,2015-MF00582 |청소년관람불가,10040434,드라마
3379,20148830,마담 프루스트의 비밀정원,Attila Marcel,20140724,장편,106,프랑스,10003298|10042975,20061718,2014-MF00546 |전체관람가,10040730,드라마
3380,20192022,마담 싸이코,Greta,20190626,장편,98,미국,20112356|10057136,20100103,2019-MF01056|15세이상관람가,10009058,공포(호러)|스릴러
3381,20149859,마다가스카의 펭귄,The Penguins of Madagascar,20141231,장편,91,미국,10030708|10067815|10080866|10077075|10077453|10075911,20110854,2014-MF01262 |전체관람가|2014-MF01263 |전체관람가,10048039|10034409,애니메이션|코미디|어드벤처|가족
3382,20124136,마다가스카3 : 이번엔 서커스다!,Madagascar3 : Europe’s Most Wanted,20120606,장편,93,미국,10031151|10077046|10011916|10063499|10084238,20110854,2012-F373|전체관람가,10048039|10080866|10076486,애니메이션|어드벤처|코미디
3383,20070010,마강호텔,Hotel M : Gangster’s Last Draw,20070222,장편,98,한국,10004499|20166542|10004613|20124404|20130201|10006200|10089747|20139229|10019109|20151702|20159838|20164889|20191026|10028517|10052293|10004034|10060576|10061749|10069030|20346232,20100103,2007-F051|15세이상관람가,10072366,코미디|드라마
3384,20110581,링컨 차를 타는 변호사,The Lincoln Lawyer,20110616,장편,118,미국,10014067|20113063|10066257|10021835,20114672,2011-F235 |15세이상관람가,10032080,범죄|스릴러
3385,20134581,링컨,Lincoln,20130314,장편,151,미국,10009273|10066016|10080641|10034928,20100041,2013-F115 |12세이상관람가,10039450,드라마|전쟁
3386,20173444,링스,Rings,20170406,장편,102,미국,10033328|10059097|20121003|20134274|20232235|10011402,20158228,2017-MF00512|15세이상관람가,10086907,공포(호러)
3387,20070103,리핑 10개의 재앙,The Reaping,20070419,장편,99,미국,10091075|10042967,20100043,2007-F107|15세이상관람가,10039615,SF|공포(호러)|스릴러
3389,20173601,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,Elena and the Secret of Avalor,20170413,장편,63,미국,10047952|20276012|10063927|20276030|20276013|20276031|10081212|20276014|20276015|20276016|20276010|20169894|20276009|20154317|20242048|20276011|20242046|20276029|20234807|10057178,20161801,2017-MF00560|전체관람가,10063534,애니메이션|어드벤처|가족|판타지|뮤지컬
3390,20110657,리오,Rio,20110727,장편,96,미국,10037229|10028667,20100041,2011-F238 |전체관람가|2011-F256 |전체관람가,10073548,애니메이션|어드벤처|코미디
3391,20112173,리얼 스틸,Real Steel,20111012,장편,127,미국,10090817,20100616,2011-F493 |12세이상관람가,10037350,액션|드라마|SF
3392,20126745,리미트리스,Limitless,20120712,장편,105,미국,10032109|10045566|10016564,20111261,2012-F388|15세이상관람가,10009032,미스터리|스릴러|액션
3394,20156063,룸,Room,20160303,장편,117,아일랜드|캐나다,10032597|10063786|10066487,20122837|20139135,2016-MF00090 |15세이상관람가,10014876,드라마
3395,20208265,루팡 3세: 더 퍼스트,Lupin III: The First,20200521,장편,92,일본,10076744|10090971|20071684,20100932,2020-MF00709 |전체관람가,10046577,애니메이션
3396,20216685,루카,Luca,20210617,장편,95,미국,10063786|10080835|20373316,20161801,2021-MF01437|전체관람가,20373315,애니메이션|어드벤처|코미디
3397,20135656,루시,LUCY,20140903,장편,89,미국|프랑스,10038163|10026087|10072251|20346433,20100603,2014-MF00793 |청소년관람불가,10019011,액션
3398,20030424,루니 툰 : 백 인 액션,Looney Tunes: Back In Action,20031224,장편,90,미국,10032261|10062509|10081521,20100043,2003-F345|전체관람가,10064985,액션|어드벤처
3399,20060398,록키 발보아,Rocky Balboa,20070214,장편,102,미국,10040736|10030644,20101507,2006-F402|12세이상관람가,10040736,드라마|액션
3400,20149307,로코왕국의 전설: 엘프킹을 찾아서,Roco Kingdom : The Desire of Dragon,20140626,장편,83,중국,10055987|10030218|20169380,20124055|20130162,2014-MF00631 |전체관람가,10091645,애니메이션|액션|어드벤처
3401,20198291,로켓맨,Rocketman,20190605,장편,121,영국|미국,10008451|20115551|10031727|10063545,20188021,2019-MF00994|15세이상관람가,10012399,드라마|판타지
3402,20174721,로스트 인 파리,Lost in Paris,20170518,장편,82,프랑스|벨기에,10085541|10012766,20123058,2017-MF00659|12세이상관람가,10012766|10085541,멜로/로맨스|어드벤처
3403,20070543,로스트 라이온즈,Lions For Lambs,20071108,장편,91,미국,10016593|10081054|10025792,20101507,2008-FMV00|15세이상관람가,10016593,드라마
3404,20157466,"로봇, 소리",SORI: Voice from the Heart,20160127,장편,117,한국,20110148|10058320|20125825|20189746|20210306|10040874|20187987|10056688|10055385|20166701|10061228|20208626|20110629|20192831|20183188|10042820|20253522|20230436|20195894|20168166|20302169|20291236,20100520,2015-MF01631 |12세이상관람가,10058219,드라마
3405,20050168,로봇(애니),Robots,20050728,장편,90,미국,10087875|10056775,20101507,2005-F096|전체관람가,10073548,코미디
3406,20060348,로맨틱 홀리데이,The Holiday,20061214,장편,135,미국,10073693|10075742,20100649,2006-F376|15세이상관람가,10007658,코미디|멜로/로맨스
3407,20119717,로맨틱 헤븐,Romantic Heaven,20110324,장편,117,한국,10004744|10003967|20112261|10056199|10054706|20134011|20144033|20148848|20153341|20155315|10056819|20164000|20165088|20111927|20189746|10040874|10057015|10005767|20199569|10004099,20100303,2011-F114|12세이상관람가,10029108,드라마
3408,20112117,로맨틱 크라운,Larry Crowne,20110817,장편,99,미국,10069410|20114004|20114003|10081113,20100123,2011-F417|12세이상관람가,10081113,멜로/로맨스|코미디
3409,20179407,로마의 휴일,,20170830,장편,107,한국,10058849|10001915|20157462|20280389|20182789|20248412|20285880|20285970|20286373|20193134|20286639|20302129|20258722|20286928|20287294|20287594|20250229|20288298|20289493|20223140|20223753|20290267|20290379|20165072|20186308|20196179|20290428|20290434|20291401|20135182|20193418|20302129|20310549|10060043|20316352,20141469,2017-MF01294|15세이상관람가,20111036,코미디|드라마
3410,20134603,로마 위드 러브,To Rome with Love,20130418,장편,111,미국|이탈리아|스페인,10063284|10049235|10044466|10082948|10017270|10002879|10052035,20122837|20101104,2013-F150 |청소년관람불가,10052035,코미디
3411,20113889,로렉스,The Lorax,20120503,장편,86,미국,10010168|10060933|10047588|10031073|20168025,20100603,2012-F200|전체관람가,20112359|20127335,애니메이션
3413,20163183,로그 원: 스타워즈 스토리,ROGUE ONE: A STAR WARS STORY,20161228,장편,133,미국,10083291|10013440|10025047|10019875|10083379|10001398|10044278|10000589,20161801,2016-MF02035|12세이상관람가|2016-MF02067|12세이상관람가,10021168,액션|어드벤처|판타지|SF
3414,20180082,로건 럭키,Logan Lucky,20180314,장편,118,미국,10071622|10009451|20185628|20138858|10091075|10075074|10036152|10036097,20153568,2018-MF00344|12세이상관람가,10039429,코미디|범죄|드라마|액션
3415,20161827,로건,Logan,20170301,장편,137,미국,10090817|10082650|10053157|10038725|10020396|10048055|10049323,20161801|20100041,2017-MF00307|청소년관람불가,10064101,액션|SF
3416,20161382,레터스 투 갓,Letters To God,20160225,장편,113,미국,10033156|10064846,20158008,2016-MF00088 |전체관람가,10060837,가족|드라마
3417,20127401,레지던트 이블 5 : 최후의 심판,Resident Evil: Retribution,20120913,장편,95,미국|독일,10027885|10027165|10055765|10040152|10050168,20100616,2012-F609 |청소년관람불가,10083986,액션|공포(호러)|SF|스릴러
3418,20040696,레지던트 이블 2-아포칼립스,Resident Evil: Apocalypse,20041105,장편,95,미국,10050168|10040152,20100303,2004-F289|18세관람가,10044556,액션
3419,20163661,레전드 오브 타잔,The Legend of Tarzan,20160629,장편,109,미국,10044541|10057917|10077744|10034095|10013493|10068587|10070931,20100043,2016-MF00901|12세이상관람가|2016-MF00912|12세이상관람가,20100014,액션|어드벤처
3420,20050263,레전드 오브 조로,The Legend Of Zorro,20051028,장편,130,미국,10074903|10043877,20101589,2005-F264|12세관람가,10024769,액션
3421,20113982,레전드 오브 래빗,Legend of a Rabbit,20120222,장편,89,중국,10047326|20137914|20113125,20063190,2012-F88 |전체관람가|2012-F89|전체관람가,20126389,애니메이션
3422,20090375,레인,Let It Rain,20090709,장편,98,프랑스,10041013|10059185,20100209,2009-F227|12세이상관람가,10041013,코미디|드라마
3423,20060140,레이크 하우스,The Lake House,20060831,장편,98,미국,10078687|10034676,20100043,2006-F234|12세관람가,10044443,멜로/로맨스|드라마
3424,20040588,레이디킬러,The Ladykillers,20040604,장편,104,미국,10081113|10058429,20100616,2004-F125|15세관람가,10066651|10047458,코미디
3425,20070252,레이디 채털리,Lady Chatterley,20070711,장편,130,프랑스,10021809|10059694,20100631,2007-F239|청소년관람불가,10082182,멜로/로맨스|드라마
3426,20178424,레이디 버드,Lady Bird,20180404,장편,94,미국,10040143|10016370|10081292,20100603,2018-MF00158|15세이상관람가,10002879,코미디|드라마
3427,20125467,레이드 : 첫번째 습격,The Raid : Redemption,20120517,장편,101,인도네시아,20128290|20128291|20128292,20110854,2012-F295|청소년관람불가,20128289,액션|범죄|스릴러
3428,20207341,레이니 데이 인 뉴욕,A Rainy Day in New York,20200506,장편,92,미국,20300969|10049256|20115412|10068896|10013440|10019511,20123058|20121836,2020-MF00799|15세이상관람가,10052035,코미디|멜로/로맨스
3429,20050012,레이,Ray,20050225,장편,152,미국,10075387|10063588,20100649,2004-F358|15세관람가,10079955,드라마
3430,20188124,레옹 디 오리지널,LEON,20200611,장편,110,프랑스,10059709|20112223|10001200,20161101,2018-MF01237|청소년관람불가,10019011,액션|범죄|드라마
3431,19950095,레옹,Leon,19950218,장편,132,프랑스,10059709|10001200|20112223,20161101|20122895,95-40|연소자관람불가|2013-MF00070 |청소년관람불가,10019011,액션|범죄
3432,20183195,레오나르도 다 빈치,Leo Da Vinci: Mission Mona Lisa,20180426,장편,82,이탈리아,20272192|20245509|20221893|20284209|20300153|20120882|20277649,20111081,2018-MF00647|전체관람가,10036017,애니메이션
3433,20154001,레버넌트: 죽음에서 돌아온 자,The Revenant,20160114,장편,156,미국,10015191|10081106,20100041,2015-MF01637 |15세이상관람가,10044433,어드벤처|드라마
3434,20204501,레미제라블: 뮤지컬 콘서트,Les Miserables: The Staged Concert,20200513,장편,166,미국,10023129|20175042,20100603,2020-MF00153|12세이상관람가,20346492,뮤지컬
3435,20040779,레모니 스니켓의 위험한 대결,Lemony Snicket`S A Series Of Unfortunate Events,20050128,장편,108,미국,10070991|10048443,20100109,2004-F378|전체관람가,10032055,코미디
3436,20171122,레디 플레이어 원,Ready Player One,20180328,장편,139,미국,10024073|10034407|10002260|10023742|10031120|10091629|20355417,20100043,2018-MF00460|12세이상관람가|2018-MF00485 |12세이상관람가,10039450,액션|SF|어드벤처
3437,20139964,레드카펫,Red Carpet,20141023,장편,117,한국,10054204|10001765|10050734|10065609|20176541|20111206|20179798|20187968|10055414|10043631|10054226|10005461|20182890|20346995,20125875,2014-MF00921 |15세이상관람가,10028647,멜로/로맨스|코미디
3438,20128272,레드라이트,Red Lights,20120823,장편,113,스페인|미국,10016564|10078804|10039749|20120281,20110854,2012-F566|15세이상관람가,20115532,미스터리|스릴러
