,movieCd,movieNm,movieNmEn,openDt,typeNm,showTm,nations,actors,companys,audits,directors,genres
1018,20040537,라이어,Liar,20040423,장편,114,한국,10069182|10001915|10035492|20111125|10062030|10037099|10050300|10003307|10062493,20100109,2004-F108|18세관람가,10003582,코미디|멜로/로맨스
1019,20050008,B형 남자친구,My Boyfriend Is Type-B,20050203,장편,96,한국,10055134|10087763|10003756|10005592|10000522|20154447|10072359|10057637|10058127|20165235|20133610|10006219|20100597|10040551,20100520,2005-F016|12세관람가,10072311,코미디
1020,20186261,드래곤 길들이기 3,How to Train Your Dragon 3,20190130,장편,104,미국,10063418|10041935|10075724|10075263|10076969|10091261,20100603,2019-MF00019|전체관람가|2019-MF00060|전체관람가,10013583,애니메이션
1021,20138982,마스터,The Master,20130711,장편,137,미국,10051376|10086510|10048829,20100631,2013-MF00276 |청소년관람불가,10083853,드라마
1022,20080637,서양 골동 양과자점 앤티크,Antique,20081113,장편,109,한국,10069179|10005508|10053802|10072773|10079458|20125649|10066232|20138404|20151661|10053956|10058287|10026863|10035492|20112163|10056688|10005995|10029265|10067494|10057435|10007517|20143709|20166519|20316342,20100410|20100103,2008-F407|15세이상관람가,10027774,드라마
1023,20080014,마지막 선물,His Last Gift,20080205,장편,107,한국,10040687|10088453|10066230|10002465|10006278|10066769|10089650|20134014|20142907|20155418|20156050|20159479|10061335|10067353|10003307|20130172|10028642|10062219,20100103,2007-F512|15세이상관람가,10005018,드라마
1024,20136803,겨울왕국,Frozen,20140116,장편,108,미국,10055204|10077984|10083374|10066247,20125636,2013-MF00914 |전체관람가|2013-MF00915|전체관람가,10077092|10062633,애니메이션|어드벤처|가족|코미디|뮤지컬|판타지
1025,20110193,써니,Sunny,20110504,장편,124,한국,20111253|10040874|20112885|10001662|10089894|20174822|10004201|10004502|10070746|20112878|20112884|20112886|20112888|20112889|20127436|10065830|20132387|20132706|10028934|10004866|20133966|10029293|20136356|20136459|20136495|20138736|20139277|20145835|20145939|20147763|20148059|10055891|20154539|20154542|20154835|10056966|20157438|20157580|20158575|20158885|20159434|20160710|20162970|20183642|20126450|10035882|10062060|10061811|20189746|10072206|10055864|20220846|10004335|20237727|10004860|10006385|20166024|10028856|10002487|20332833|10029481,20110854,2011-F175|15세이상관람가,10000946,드라마|코미디
1026,20101004,된장,The Recipe,20101021,장편,105,한국,10019065|10056792|20111341|10005118|10053771|20122595|20139580|20146357|20154213|20158768|20163996|20110924|20166418|20236946|10065946|20113303|10029425|10061320|20335361|20281330|20139497|10007583,20100109|20110852,2010-F415|12세이상관람가,10055934,미스터리|드라마
1027,20050033,Mr.히치: 당신을 위한 데이트 코치,Hitch,20050311,장편,118,미국,10052967|10048515,20101589,2005-F032|12세관람가,10046130,멜로/로맨스|코미디
1028,20216372,스파이의 아내,Wife of a Spy,20210325,장편,116,일본,10042343|10026184|10090885,20168613,2021-MF00449|12세이상관람가,10002115,드라마
1029,20171923,저수지 게임,The Reservoir Game,20170907,장편,100,한국,20347515|20347515,20111081,2017-MF01497|15세이상관람가,10072781,다큐멘터리
1031,20136062,하이힐,Man on High Heels,20140603,장편,124,한국,10071140|10050734|20110323|20136885|10028773|20192208|20192526|20193134|10060535|20131430|20194563|20186074|20195227|20152300|20195834|20161450|20195972|20196066|20196077|20196189|20156164|20152876|20198147|10027854|20200228|10037131|20143806|20163035|20189746|20164537|10042830|20203246|20113303|20152649|20267189|20332232|10005374|20244509|10004171|10004866|20196083|20371243,20100520,2014-MF00510 |청소년관람불가,10060535,범죄|액션
1032,20170321,목소리의 형태,A SILENT VOICE: the Movie,20170509,장편,129,일본,10055281|10087022|10079964|20221351|10000021|10056398|10080757,20158370,2017-MF00579|전체관람가,20173321,애니메이션|멜로/로맨스
1033,20070268,파워레인저매직포스&트레저포스,Magic Rangers The Movie & Bokengers The Movie,20070717,장편,72,일본,10087001|10023900,20100065,2007-FMV16|전체관람가,10026224,액션|SF
1034,20080145,마이 블루베리 나이츠,My Blueberry Nights,20080306,장편,94,홍콩|프랑스,10068896|10007956,20100103,2008-F82|12세이상관람가,10051499,멜로/로맨스
1035,20070293,꽃미남 연쇄 테러 사건,Attack on the Pin-up Boys,20070726,장편,80,한국,10002379|20166879|20334252|10004487|10005001|10005697|20131097|10019107|10029166|10040310|10058083|10087367|10006569|20125474|20131822|20132021|20133497|10004032|20130500|10072436|20133940|20135213|20136712|20138867|20142675|20144139|20144568|20145479|20151882|20153798|20157729|10062134|20334252,20100202|20100825,2007-F246|12세이상관람가,10054870,코미디
1036,20101208,나는 나비,Flying Butterfly,20101202,장편,100,한국,10054241|10029452|10005942,20063002,2010-F477|전체관람가,10062474,다큐멘터리
1037,20196850,분노의 질주: 홉스&쇼,Fast & Furious Presents: Hobbs & Shaw,20190814,장편,135,미국,10013266|10063676|10055199|20240807,20100603,2019-MF01472|12세이상관람가,10011719,액션
1038,20081199,지구,Earth,20080904,장편,90,영국|독일,10082650,20100857,2008-F334|전체관람가,10044322|10024128,다큐멘터리|어드벤처|가족
1039,20100816,피라냐,Piranha 3D,20100826,장편,88,미국,10049465|20241026|10063162|10041341|10033742,20100869,2010-F341 |청소년관람불가,10044547,액션|공포(호러)|스릴러
1040,20156970,심야식당,Midnight Diner,20150618,장편,120,일본,10001586|10050144|10079352,20100631,2015-MF00242 |12세이상관람가,10023936,드라마
1041,20174603,퍼시픽 림: 업라이징,Pacific Rim: Uprising,20180321,장편,110,미국,10067951|20170601|10071518|10041489|10030681|20114851|20250611|10078739,20100603,2018-MF00350|15세이상관람가|2018-MF00411|15세이상관람가,10047529,액션|어드벤처|SF
1042,20216492,노바디,Nobody,20210407,장편,91,미국,10031635|10076151|10077489,20100603,2020-MF02579|15세이상관람가,20236126,액션|코미디
1043,20040619,슈퍼스타 감사용,Mr. Gam’s Victory,20040917,장편,115,한국,10055581|10001901|10054538|10087253|20146611|10058084|10037076|20141957|10061814|20148506|20154346|20155212|10006030|20161287|20165275|10062239|10060605|10060279|10057891|10029573|10067494|10029425|20134286|10019068|10072165|10028989|20353773,20100109,2004-F254|전체관람가,10005717,드라마
1044,20177342,내게 남은 사랑을,My Last Love,20171102,장편,111,한국,10035882|10061272|20192366|20068824|20282651|20291113|20252516|20112263|20294192|20294653|20294681|10040356|20246269,20174583,2017-MF01726|12세이상관람가,10070411,드라마
1045,20181983,이웃사촌,Best Friend,20201125,장편,130,한국,10050739|10050151|10006545|10004305|20192386|20234546|20144380|10004502|10049864|10062493|10004666|20326513|20367267|10003728|20195977|20157247|20111220|20372172|20148636|20155733|20133472|20342383|20291401|20367186|20341441|20335935|20218888|20336489|20227828|20372212|20361997|20372213|20364344|20372214|20372215|10006392|20342386|20361148|20337931|20370549|20335874|20314264|20366420|20305369|20332492|20344017|20340887|20185967|20371844|20372232|10047275|20335347|20129190|20344040|20295749|20352567|20130274|20159610|20225327|20364418|20222231|20367483|20370548|20365174|20372178|20338641|20372252|20372179|20372180|20372181|20372182|20372190|20372191|20337224|20372312|10003547|20372313|20372332|20194349|20314955|20372333|20343766|20196174|20336500|20356017|20338039|20372314|20370592|20195563|20318374|20286230|20335852|20372315|10090386|20320389|20351841|20372316|20320033|20372317|20110935|10040880,20139617|20204044,2020-MF02554|12세이상관람가,10058252,드라마|코미디
1046,20090237,김씨표류기,Castaway on the Moon,20090514,장편,116,한국,10062184|20166705|10061694|20125541|20154835|20155833|20156538|20156784|20162933|10046904|20165254|10060279|20199569|10028934,20100303,2009-F107|12세이상관람가,10058053,코미디|드라마
1047,20183043,캡틴 샤키,Capt'n sharky,20181122,장편,77,독일,20180563|20174747|20284209|20174745|20300153|10089884,20100829,2018-MF01960|전체관람가,10070285,애니메이션|액션|어드벤처
1048,20198663,고백,Go Back,20210224,장편,99,한국,10029456|20195671|20327393|20067819|10062107|20355973|20345040|20343405|20337134|10028600|20372693|20331597|20370448|20125785|20374177|20321619|20337359|20342952|20374178|20343607|20374188|20374180|20374189|20374182|20192567|20342683|20154993|20319195|20368114|10058918|20183771|20287333|20374191|20168380,20139617,2021-MF00002|15세이상관람가,20168380,드라마|범죄
1049,20134804,타짜-신의 손,Tazza-The Hidden Card,20140903,장편,147,한국,10072431|10040425|20127192|10054128|10005276|20125825|10005410|10054755|10001662|10050734|10029573|10030329|10046949|20111311|20199007|20199237|20181225|20199267|20186911|20199966|20200539|20200927|10089643|20201054|20131065|20126332|20182303|10057492|20126450|20111834|10043631|20186095|20189746|10072718|20166024|20112046|20158628|20313792|20329632|20133966|20310549|20277349|20186696|10086945|20147111|20151400|20156820|20315336|20349715|10004729,20100520|20100123,2014-MF00903 |청소년관람불가,10000946,드라마
1050,20100815,센츄리온,Centurion,20100826,장편,97,영국,20112618|10012804|10051089,20100103,2010-F308 |청소년관람불가,10009025,액션|드라마|스릴러
1051,20177266,나를 기억해,Marionette,20180419,장편,101,한국,20189016|10006545|20221674|20223186|20302909|10001457|20237647|20313440|20162932|20226009|20165344|20315164|10006545|20158571|20214547|20345373,20168728,2018-MF00512|청소년관람불가,20178069,미스터리|범죄|스릴러
1052,20163201,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,OCTONAUTS Season4,20160602,장편,68,영국,10086951|20115463|10047326|10054374|20188687|10005311,20141088,2016-MF00590 |전체관람가,10011208,애니메이션|어드벤처
1053,20090939,육혈포 강도단,Twilight Gangsters,20100318,장편,107,한국,10006877|10004748|10006385|10058849|10006545|10003606|10000491|20122926|20135658|20136004|10087911|20142608|20144509|20144509|20145494|20147195|10072185|20151993|20153925|10057698|10013826|20113281|10007518|20145527|10056072|10058237|20232301|10057015|10055460,20100520,2010-F72|15세이상관람가,10000970,코미디|드라마|액션
1054,20151521,셀프/리스,Self/less,20150910,장편,117,미국,10014018|10031191|10025110,20142048,2015-MF00859|15세이상관람가,10079201,SF|액션|스릴러
1055,20159364,캡틴 아메리카: 시빌 워,Captain America: Civil War,20160427,장편,147,미국,10077150|10016538|10038163|10036097|10043430|10013003|10062937|20272630,20060452,2016-MF00537 |12세이상관람가|2016-MF00593 |12세이상관람가,10043421|10065016,액션|SF|스릴러
1056,20151111,빌리와 용감한 녀석들: 치킨 히어로,A rooster with many eggs,20160217,장편,83,미국|멕시코,10032389|20232409|10050290|20174746|20232454|20221893,2013216|20100084,2016-MF00035 |전체관람가,10016836|10059430,애니메이션
1057,20090875,걸프렌즈,Girlfriends,20091217,장편,114,한국,10000955|10087779|10088422|10030161|10006385|10036912|20146180|20152149|20346873|20155244|20157540|20161981|20165117|10028773|20169728|10069842|10066805|10001907|20335361|20346873,20100932,2009-F440|15세이상관람가,10000664,멜로/로맨스|코미디
1058,20100211,다이노 타임,Dino Time,20150430,장편,85,한국|미국,10025920|10063852|10053158|10039400|10018193|20112363,20110854,2015-MF00338 |전체관람가|2015-MF00337 |전체관람가,20167014|10068301,애니메이션|어드벤처|코미디
1059,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,DORAEMON THE MOVIE GREAT ADVENTURE IN THE ANTARCTIC KACHI KOCHI,20170810,장편,100,일본,10027457|10050974|10074081,20100932,2017-MF01204|전체관람가,10006889,애니메이션|SF|가족|어드벤처
1062,20135369,저스틴,Justin and the knights of Valour,20131231,장편,96,스페인,20181657|10056199|10028490|10030361|10040262,20100932,2013-MF00874|전체관람가,20181656,애니메이션|어드벤처
1063,20202812,마리오네트,Marionette,20210217,장편,112,네덜란드,10012385|10085762,20141848,2020-MF02618|12세이상관람가,10046307,미스터리|스릴러
1064,20191048,온워드: 단 하루의 기적,Onward,20200617,장편,102,미국,20272630|10077262|10069413|20128871,20161801,2020-MF00261 |전체관람가,20168024,애니메이션|어드벤처|판타지
1065,20202611,지옥의 묵시록 파이널 컷,APOCALYPSE NOW FINAL CUT,20201126,장편,182,미국,10024930|10016560|10024731,20158370,2020-MF01780|청소년관람불가,10084267,전쟁|드라마
1066,20090892,웨딩드레스,Wedding Dress,20100114,장편,110,한국,10037157|10006228|10006401|20133359|20133476|20133935|20137407|20139856|20143976|20150264|10058811|20157832|20159234|10054943|10004911|20189354|20130172|10061272|10056247|20277349,20100123,2009-F458|전체관람가,10002567,드라마
1067,20174846,뽀로로 극장판 공룡섬 대모험,"Pororo, Dinosaur Island Adventure",20171207,장편,78,한국,10055966|10055436|10087915|10089606|10061737|10004461|20167745|10047326,20100932,2017-MF01763|전체관람가,20167741|20186442,애니메이션
1068,20111418,샤오린 : 최후의 결전,Shaolin,20110825,장편,131,홍콩|중국,10035836|10082391|10053575,20101094,2011-F393 |15세이상관람가,10070469,드라마|액션
1069,20127446,인시디어스,Insidious,20120913,장편,102,미국,10082678|10017836|10028189|10019336,20100103,2011-F405|15세이상관람가,10064265,공포(호러)|판타지|스릴러
1070,20149120,인터스텔라,Interstellar,20141106,장편,169,미국|영국,20113063|10045773|10023474|20114821|10075675,20100043,2014-MF01102 |12세이상관람가,10077460,SF
1071,20080252,데스 디파잉:어느 마술사의 사랑,Death Defying Acts,20080327,장편,96,영국|호주,10074903|10000337,20100520,2008-F116|15세이상관람가,10070833,드라마|멜로/로맨스|스릴러
1072,19990216,스타워즈:에피소드1 보이지 않는 위험,Star Wars: Episode I - The Phantom Menace,19990626,장편,133,미국,10056775|10019770|20112223,20100041,99-F019|전체관람가|2012-F39|전체관람가,10067051,SF|액션|어드벤처|판타지
1073,20081244,울학교 이티,Our School's E.T.,20080911,장편,120,한국,10004744|10058024|10030307|10028667|20185376|10026825|20163336|10004577|20166553|20111220|20129252|20125324|20130200|10003702|20134067|20139902|10087549|10054180|20153822|20154993|10005481|10072506|20159509|20161450|20132124|20143806|20132757|20220846|10062219|20346433|20228232,20100869,2008-F338|15세이상관람가,10028466,드라마|코미디
1074,20170443,스타워즈: 라스트 제다이,Star Wars: The Last Jedi,20171214,장편,151,미국,10024468|10074781|20185628|10012332|10067951|10050495|10059402|10046099|20181781|10043399|10081374|10081206|10015972|10030723,20161801,2017-MF02069|12세이상관람가|2017-MF02131|12세이상관람가,10019762,액션|어드벤처|판타지|SF
1075,20182701,크리미널 스쿼드,Den of Thieves,20180419,장편,123,미국,10062791|10075643,20142048,2018-MF00580|15세이상관람가,10077303,범죄|액션
1076,20040626,그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습,,20050728,장편,87,한국,20135125|20142874|20154254|20164482|10057255,20100209|20060623,2004-F185|전체관람가,10005760,액션
1077,20139881,피끓는 청춘,Hot Young Bloods,20140122,장편,121,한국,10028667|20127912|10056083|20128311|10040691|20189487|10060276|20137066|20193357|20193670|10043765|20194250|20194589|20194657|20194784|20194856|20195047|20195079|20195242|20195469|20195839|20195926|20196078|20196170|20142137|20196349|20196649|20128311|20164546|20197831|20198449|20110633|20110693|10013826|20231986|10003606|10054119|10002548|10006545|20159933|20284530|20188651|10019055|20336770|20342993,20100520,2013-MF00985 |15세이상관람가,10056625,코미디|멜로/로맨스|드라마
1078,20124045,코리아,As One,20120503,장편,127,한국,10087280|10030016|20090447|20127911|20110935|10005374|10050734|20159920|10028934|10029193|20180836|20180923|20137023|10053836|20133966|20113225|10005532|20189746|10058024|20207886|10060144|10057435|20143709|20137023|10002487|20345873|20335401|20148888|20161441,20110854,2012-F258|12세이상관람가,20125803,드라마
1079,20100377,토이 스토리 3,Toy Story 3,20100805,장편,102,미국,10081113|10066575,20100616,2010-F248|전체관람가,10019335,가족|코미디|판타지
1080,20060215,레이디 인 더 워터,Lady In The Water,20061013,장편,109,미국,10083789|10031727,20100043,2006-F292|전체관람가,10091491,판타지
1081,20090888,용서는 없다,No Mercy,20100107,장편,125,한국,10035772|10019067|10087814|10035882|20110711|10057300|10006238|20129216|20130858|20132174|20133472|20146008|20147759|20149357|20152676|20155523|20159062|20159926|10072554|20160623|20161465|20156982|20159920|10007481|20175721|20163848|20237886|10053565|20320812|20156414,20100303,2009-F443|청소년관람불가,10006353,범죄|스릴러
1082,20090946,플래닛 51,Planet 51,20101021,장편,91,스페인|영국,10013266|10063343|10061131|10001200|10037406|10068398,20100103,2010-F394|전체관람가,10089074|20115511|20115510,애니메이션|코미디|어드벤처|가족
1083,20110899,세 얼간이,3 Idiots,20110818,장편,141,인도,10042001|10021348|10032493|10073611,20063292,2011-F385|12세이상관람가,10014173,코미디
1084,20135428,어바웃 타임,ABOUT TIME,20131205,장편,123,영국,10015500|20181781|10033433,20100603,2013-MF00350 |15세이상관람가,10020263,멜로/로맨스|코미디
1085,20161870,트럼보,Trumbo,20160407,장편,124,미국,10031931|10009807|10088888|10049256|10018775|10067536,20123058|20125875,2016-MF00322 |15세이상관람가,10063407,드라마
1086,20200475,로그,Rogue,20201125,장편,105,미국,10025621|10086542,20153568|20141088,2020-MF02553|15세이상관람가,10023739,액션
1087,20151228,공조,Confidential Assignment,20170118,장편,125,한국,20357652|20110901|10054128|10005749|10060331|20164537|20224649|20186095|20231468|20228210|20287744|10001907|20212660|10040356|10047374|20335333|20295749|20346998|20110901|20349715,20110854,2016-MF02143|15세이상관람가,20128773,액션
1088,20140762,지골로 인 뉴욕,Fading Gigolo,20140925,장편,90,미국,10068419|10052035|10035097|10027996|10036752|10019511,20101104,2014-MF00968 |청소년관람불가,10068419,멜로/로맨스|코미디
1089,20148493,어벤져스: 에이지 오브 울트론,The Avengers: Age of Ultron,20150423,장편,141,미국,10016538|10077282|10024081|10077150|10038163|10062937|10013003|10041659|20120281|10083638|10084334|10064202|10034095|20188749,20161801|20060452,2015-MF00394 |12세이상관람가|2015-MF00425 |12세이상관람가,10066368,액션|어드벤처|판타지|SF
1090,20101223,헬로우 고스트,Hello Ghost,20101222,장편,111,한국,10071209|20066563|10055399|10001779|10060331|20110313|20066187|20163508|10013826|10058024|20111862|10028517|10042830|10062431|10086945|20281330|20222226,20100932,2010-F493|12세이상관람가,10005032,코미디|드라마
1091,20190864,울프 콜,The Wolf's Call,20200305,장편,115,프랑스,20250729|20126651|10024647|10036987,20100285,2019-MF02331|15세이상관람가,20347192,액션|스릴러
1092,20134562,비포 미드나잇,Before Midnight,20130522,장편,108,미국,10047462|10069302|10035181,20205721|20122837,2013-MF00203|청소년관람불가,10020023,멜로/로맨스
1093,20030332,사토라레,Tribute To A Sad Genius,20031121,장편,129,일본,10043045|10038132,20100303,2003-F304|전체관람가,10026447,드라마
1094,20080230,천일의 스캔들,The Other Boleyn Girl,20080320,장편,115,미국,20112223|10038163|10048110,20100603,2008-F94|15세이상관람가,10061166,사극|멜로/로맨스
1095,20060125,"생, 날선생",Mr. Wacky,20060525,장편,97,한국,10006497|10072552|10062035|10028409|20129224|20130481|20131703|20137886|20138415|20142193|20143761|20151570|20155614|20156301|20130172,20100303,2006-F125|15세관람가,10003968,코미디
1096,20126674,설국열차,Snowpiercer,20130801,장편,125,한국|체코,10077150|10037018|10047586|10068587|10081721|10063545|20128871|10056914|10001670|10045066|20187111,20110854,2013-MF00330|15세이상관람가,10031641,SF|액션
1097,20110655,그린랜턴: 반지의 선택,Green Lantern,20110616,장편,117,미국,10032816|10014018,20100043,2011-F309|12세이상관람가,10024769,SF|액션
1098,20190014,오피셜 시크릿,Official Secrets,20191127,장편,112,영국,10078551|10025110|10014377|20126368,20190407,2019-MF02316|15세이상관람가,10001029,스릴러|드라마
1099,20050239,너는 내 운명,You Are My Sunshine,20050923,장편,121,한국,10061252|10090290|10006877|10035603|10054493|10004448|20111082|10058786|20131460|20143976|10028597|10061983|20159224|20162852|20162922|20145269|20112011|10001662|20110924|10006185|10050734|10003606|10004373|10062073|20152472|10019068|20113318|20346172,20100109,2005-F236|18세관람가,10029363,멜로/로맨스
1100,20100370,솔트,Salt,20100729,장편,99,미국,10043730,20100616,2010-F274|15세이상관람가,10086425,스릴러|액션
1101,20147649,벨과 세바스찬,Belle and Sebastien,20140320,장편,98,프랑스,10083320|10071975|10047306|20188146|20188149|20188150,20123058|20123735,2014-MF00148 |전체관람가,20169549,어드벤처
1102,20080291,삼국지:용의 부활,Three Kindoms-Resurrection Of The Dragon,20080403,장편,101,중국|한국|홍콩,10053575|10025029|10061208,20100869,2008-F122|15세이상관람가,10057088,사극|드라마|액션|전쟁
1103,20124064,돈의 맛,The Taste of Money,20120517,장편,115,한국|필리핀,10003507|10030351|10054391|10006497|10051070|10002379|20111869|20184478|10005374|10062060|20157232,20100844|20100520,2012-F297|청소년관람불가,10058591,드라마
1104,20133981,헨젤과 그레텔: 마녀 사냥꾼 3D,Hansel and Gretel: Witch Hunters,20130214,장편,87,미국|영국,10062937|10064955|10082423,20110854,2013-F74|청소년관람불가|2013-F73|청소년관람불가,20166405,액션|코미디|판타지
1105,20090026,세븐 파운즈,Seven Pounds,20090205,장편,123,미국,10052967|10052042|10017458,20100616,2008-F485|15세이상관람가,10000103,드라마
1106,20060100,사생결단,Bloody Tie,20060427,장편,117,한국,10019067|10090290|20169628|10006392|20110629|10072977|10027780|20131763|10006506|20134292|10029157|20126331|20141377|20144111|20147648|20151370|20152385|20154800|20155086|20155125|20155233|20161110|20162383|20163566|10062023|10056603|10040580|20134082|20152117|20236946|20196748,20110854,2006-F098|18세관람가,10072907,액션
1107,20070096,눈부신 날에,Meet Mr. Daddy,20070419,장편,113,한국,10028888|10035462|10049959|10003902|10004545|20124949|20130702|20131062|20131980|10089734|20133989|20137000|20154275|20155292|20127332|20157972|20133611|10057444|20152117|10003606|10019068,20100303,2007-F110|15세이상관람가,10028460,드라마
1108,20202924,파힘,Fahim,20210121,장편,108,프랑스,10062815,20158370,2020-MF02896|전체관람가,20172191,드라마
1109,20184101,여중생A,Student A,20180620,장편,114,한국,20235266|20182416|10057411|20155402|20185969|20304891|20304870|20304871|20313462|20224074|20181256|20313961|10005634|20315230|20315736|20315736|20316029|20155402|20304891|20316772|20317009|20317135|20137223|20317370|20317370|20318060|20290671|20110159|20186087|20281330|20346192|20352812,20188021,2018-MF00956|12세이상관람가,20113175,드라마
1110,20081455,귀없는 토끼,Rabbit Without Ears,20091119,장편,115,독일,10081718|10007957,20100109,2009-F352|청소년관람불가,10081718,멜로/로맨스|코미디
1111,20050009,몽상가들,The Dreamers,20050325,장편,114,프랑스,10048502|10023639|10018594|10017365|10042918,20061718|20101102,2005-F04|18세관람가,10030855,드라마|멜로/로맨스
1112,20090428,나의 로맨틱 가이드,My Life In Ruins,20090827,장편,94,미국|스페인,10008482|10019959,20100808,2009-F272|15세이상관람가,10012587,코미디|멜로/로맨스
1113,20139263,쿵후팬더: 영웅의 탄생,The Adventures of Jinbao,20130704,장편,72,중국,10035836|10058744|10047326|20174742|10089884|20174743|20174744|20174745|20174746|20174747|20167320,20110752,2013-MF00273 |전체관람가,20174720,애니메이션
1114,20145042,스틸 앨리스,Still Alice,20150429,장편,101,미국,10069498|10044466|10077997|10075721,20123058,2015-MF00179 |12세이상관람가,10020438|10052420,드라마
1115,20149948,언브로큰,Unbroken,20150107,장편,137,미국,10060947|20181781|10001038|10031593,20100603,2014-MF01287 |15세이상관람가,10043730,액션|드라마|전쟁
1116,20175771,라이온 킹,The Lion King,20190717,장편,118,미국,10063250|10033021|10064228|10073160|10036150,20161801,2019-MF01254|전체관람가|2019-MF01309 |전체관람가,10068447,어드벤처|드라마|가족
1117,20080038,스파이더위크가의 비밀,The Spiderwick Chronicles,20080214,장편,95,미국,10085071|10033886,20100109,2008-F25|전체관람가,10024519,어드벤처|판타지
1118,20184903,오션스8,Ocean's 8,20180613,장편,110,미국,10034676|10075724|10045773|10027787|10033980|10036102|20127969|10088863,20100043,2018-MF00912|12세이상관람가,10001139,액션|범죄
1119,20150025,내부자들: 디 오리지널,Inside Men: The Original,20151231,장편,180,한국,20231126|10055626|10066380|10030351|10054755|20175721|20136191|10066926|20200886|20134255|20163035|10061699|20143806|20110924|10007577|10005383|20232246|20111862|20152117|20143709|10000737|10061749|20157257|20341092|20222226,20100103,2015-MF01612 |청소년관람불가,20111283,범죄|드라마
1120,20147509,세이빙 미스터 뱅크스,Saving Mr. Banks,20140403,장편,125,미국|영국|호주,10081113|10049649|10076626,20125636,2013-MF00946 |12세이상관람가,10067767,코미디|드라마
1121,20050176,부기맨,Boogeyman,20050728,장편,88,미국,10030077|10038153,20100103,2005-F165|12세관람가,20115467,공포(호러)
1122,20208961,마리 퀴리,RADIOACTIVE,20201118,장편,109,프랑스,10017663|10034947|20270149,20158370,2020-MF01312|15세이상관람가,10021485,드라마
1123,20185161,나를 찾아줘,Bring Me Home,20191127,장편,107,한국,10056670|20152117|20162795|20161741|10030376|20262392|20341307|20163848|10058031|20343443|20361832|20189148|10070617|20293789|20314283|20221406|20340257|20343278|10090373|20363192|20363193|20327973|20363194|20363212|20197128|20363195|20183560|10040927|20133276|20133276|20335312|20278549|20363196|20320364|20335300|20344624|20335311|20342901|20363197|20130621|20363198|20363213|20363213|20363214|20218680|20308369|20152472|20189362,20100043,2019-MF02194|15세이상관람가,20305449,스릴러
1124,20060135,모노폴리,Monopoly,20060601,장편,91,한국,20166942|10046888|20152401|10006375|10058786|20124304|10040260|10087441|10087441|20142146|20144392|20146320|20159543|20132757|20165044|20237546|10007517|10070254,20100520,2006-F140 |15세관람가,10058032,범죄
1125,20141060,쓰리 썸머 나잇,Three Summer Night,20150715,장편,106,한국,10003967|10058708|10036963|10054493|10019138|10040877|20179062|20218357|20218675|20139117|20130271|20161943|10056424|20190036|20328233|20267189|20332833,20139617|20122471,2015-MF00725 |청소년관람불가,10004438,코미디
1126,20124873,콘트라밴드,Contraband,20120322,장편,109,미국|영국,20112216|10075719,20100603,2012-F81|청소년관람불가,10029772,액션|스릴러
1128,20110311,천녀유혼,A Chinese Fairy Tale,20110512,장편,98,중국,10053827|10001782,20114672,2011-F199 |12세이상관람가,10049890,SF|판타지|멜로/로맨스
1129,20081212,20세기 소년,20th Century Boys,20080911,장편,141,일본,10073297|10080762|10080778,20100609,2008-F340|12세이상관람가,10073065,SF|어드벤처|판타지
1130,20175222,킹스맨: 골든 서클,Kingsman: The Golden Circle,20170927,장편,140,미국|영국,10076631|10069498|10008451|10024254|10087875|10049601|10071622|10064638,20100041,2017-MF01604|청소년관람불가,10025167,액션|어드벤처|코미디
1131,20110896,혹성탈출: 진화의 시작,Rise of the Planet of the Apes,20110817,장편,106,미국,10031926|20113898|10085118,20100041,2011-F402|12세이상관람가,10018960,액션|SF|드라마
1133,20148627,누구에게나 찬란한,Glory For Everyone,20141106,장편,86,한국,10003788|20157226|20138511|20199594|20199610|20201073|20201373|20203008,20102327,2014-MF01088 |전체관람가,10058719,다큐멘터리
1134,20197147,어글리 돌,UglyDolls,20190501,장편,87,미국,10076089|10008969|10041119|10070621,20100285,2019-MF00786 |전체관람가,10076064,애니메이션
1135,20100190,드래곤 길들이기,How To Train Your Dragon,20100520,장편,98,미국,10063418|10062791,20100603|20100109,2010-F142|전체관람가,10013583,애니메이션|코미디|어드벤처|가족
1136,20162607,슈퍼 버드,El Americano,20170406,장편,80,멕시코,10047728|10073167|10075693,20141088,2017-MF00050|전체관람가,10020531|20247069|20112472,애니메이션
1137,20113916,러브픽션,Love Fiction,20120229,장편,121,한국,10087253|10001919|20112263|10070224|20112268|20124449|10061332|20179423|20155492|20180548|20180572|10056901|20113229|20139595|20185177|10005532|20189354|10066745|10029265|10067494|20110629|20221406|10067494|10000737|20224226|20143667|20121449|20189359|20181486|20346995,20100932,2012-F100|15세이상관람가,10061220,멜로/로맨스|코미디
1138,20196716,유령선,Ghost Ship,20200415,장편,48,한국,20291569|10005835|20364495,20111582,2019-MF02273 |12세이상관람가,10005835,다큐멘터리
1139,20181905,후드,Robin Hood,20181128,장편,116,미국,10008451|10063588|10031120|10063517|10055745|10083986,20142048,2018-MF02043|12세이상관람가,10009928,어드벤처
1140,20090865,러블리 본즈,The Lovely Bones,20100225,장편,135,미국,20112216|10015525|10040143,20100109,2010-F8|15세이상관람가,10085973,범죄|드라마|판타지
